investigation,person_name,profile_file,website_url,category
Energy,Nathan Stubblefield,Energy/Details/Nathan_Stubblefield.md,/energy/Details/Nathan_Stubblefield,Energy Inventor
Energy,Nikola Tesla,Energy/Details/Nikola_Tesla.md,/energy/Details/Nikola_Tesla,Energy Inventor / Physicist / Scientist
Energy,Otis T Carr,Energy/Details/Otis_T_Carr.md,/energy/Details/Otis_T_Carr,Energy Inventor
Energy,Paul Bennewitz,Energy/Details/Paul_Bennewitz.md,/energy/Details/Paul_Bennewitz,Energy Inventor / Disinformation Target
Energy,Paul Brown,Energy/Details/Paul_Brown.md,/energy/Details/Paul_Brown,Energy Inventor / Physicist / Scientist
Energy,Paul Pantone,Energy/Details/Paul_Pantone.md,/energy/Details/Paul_Pantone,Energy Inventor
Energy,Paul Vigay,Energy/Details/Paul_Vigay.md,/energy/Details/Paul_Vigay,Energy Researcher / Physicist / Scientist
Energy,Paulo Correa,Energy/Details/Paulo_Correa.md,/energy/Details/Paulo_Correa,Inventors / Researchers
Energy,Peter Ferry,Energy/Details/Peter_Ferry.md,/energy/Details/Peter_Ferry,Defense Industry Executive
Energy,Peter Peapell,Energy/Details/Peter_Peapell.md,/energy/Details/Peter_Peapell,Defense Scientist
Energy,Phil Schneider,Energy/Details/Phil_Schneider.md,/energy/Details/Phil_Schneider,Government Contractor
Energy,Philo Farnsworth,Energy/Details/Philo_Farnsworth.md,/energy/Details/Philo_Farnsworth,Physicist / Scientist
Energy,pte physics,Energy/Details/pte_physics.md,/energy/Details/pte_physics,
Energy,Richard Pugh,Energy/Details/Richard_Pugh.md,/energy/Details/Richard_Pugh,Defense Scientist
Energy,Robert Bass,Energy/Details/Robert_Bass.md,/energy/Details/Robert_Bass,Energy Researcher / Physicist / Scientist
Energy,Roger Hill,Energy/Details/Roger_Hill.md,/energy/Details/Roger_Hill,Defense Scientist
Energy,Rory Johnson,Energy/Details/Rory_Johnson.md,/energy/Details/Rory_Johnson,Energy Inventor
Energy,Royal Rife,Energy/Details/Royal_Rife.md,/energy/Details/Royal_Rife,Energy Inventor
Energy,Rudolf Diesel,Energy/Details/Rudolf_Diesel.md,/energy/Details/Rudolf_Diesel,Automotive Inventor
Energy,Russell Smith,Energy/Details/Russell_Smith.md,/energy/Details/Russell_Smith,Defense Scientist
Energy,Shani Warren,Energy/Details/Shani_Warren.md,/energy/Details/Shani_Warren,Defense Industry Worker
Energy,Stan Gleeson,Energy/Details/Stan_Gleeson.md,/energy/Details/Stan_Gleeson,Energy Researcher
Energy,Stanley Meyer,Energy/Details/Stanley_Meyer.md,/energy/Details/Stanley_Meyer,Energy Inventor
Energy,Stefan Marinov,Energy/Details/Stefan_Marinov.md,/energy/Details/Stefan_Marinov,Physicist / Scientist
Energy,Stuart Gooding,Energy/Details/Stuart_Gooding.md,/energy/Details/Stuart_Gooding,Defense Scientist
Energy,Thomas Henry Moray,Energy/Details/Thomas_Henry_Moray.md,/energy/Details/Thomas_Henry_Moray,Energy Inventor
Energy,Thomas Townsend Brown,Energy/Details/Thomas_Townsend_Brown.md,/energy/Details/Thomas_Townsend_Brown,Energy Inventor / Physicist / Scientist
Energy,Tom Ogle,Energy/Details/Tom_Ogle.md,/energy/Details/Tom_Ogle,Automotive Inventor
Energy,Trevor Knight,Energy/Details/Trevor_Knight.md,/energy/Details/Trevor_Knight,Defense Scientist
Energy,Troy Reed,Energy/Details/Troy_Reed.md,/energy/Details/Troy_Reed,Energy Inventor
Energy,Victor Moore,Energy/Details/Victor_Moore.md,/energy/Details/Victor_Moore,Defense Scientist
Energy,Viktor Schauberger,Energy/Details/Viktor_Schauberger.md,/energy/Details/Viktor_Schauberger,Energy Inventor
Energy,Vimal Dajibhai,Energy/Details/Vimal_Dajibhai.md,/energy/Details/Vimal_Dajibhai,Defense Scientist
Energy,Wilbert Smith,Energy/Details/Wilbert_Smith.md,/energy/Details/Wilbert_Smith,Energy Researcher / Physicist
Energy,Wilhelm Reich,Energy/Details/Wilhelm_Reich.md,/energy/Details/Wilhelm_Reich,Energy Inventor / Energy Researcher
Energy,Yull Brown,Energy/Details/Yull_Brown.md,/energy/Details/Yull_Brown,Energy Inventor
Energy,Zachary Warfield,Energy/Details/Zachary_Warfield.md,/energy/Details/Zachary_Warfield,Government Contractor
Physics,Alcubierre Warp Drive,Physics/Details/Alcubierre_Warp_Drive.md,/physics/Details/Alcubierre_Warp_Drive,Spacetime & Gravity Manipulation / Faster-Than-Light
Physics,Arie DeGeus,Physics/Details/Arie_DeGeus.md,/physics/Details/Arie_DeGeus,
Physics,Bob Lazar,Physics/Details/Bob_Lazar.md,/physics/Details/Bob_Lazar,
Physics,Books,Physics/Details/Books.md,/physics/Details/Books,
Physics,Boyd Bushman,Physics/Details/Boyd_Bushman.md,/physics/Details/Boyd_Bushman,
Physics,Bruce DePalma,Physics/Details/Bruce_DePalma.md,/physics/Details/Bruce_DePalma,
Physics,Danny Casolaro,Physics/Details/Danny_Casolaro.md,/physics/Details/Danny_Casolaro,
Physics,David Grusch,Physics/Details/David_Grusch.md,/physics/Details/David_Grusch,
Physics,Dean Warwick,Physics/Details/Dean_Warwick.md,/physics/Details/Dean_Warwick,
Physics,Don Elkins,Physics/Details/Don_Elkins.md,/physics/Details/Don_Elkins,
Physics,Dorothy Kilgallen,Physics/Details/Dorothy_Kilgallen.md,/physics/Details/Dorothy_Kilgallen,
Physics,Edward Ruppelt,Physics/Details/Edward_Ruppelt.md,/physics/Details/Edward_Ruppelt,
Physics,Electromagnetic Propulsion,Physics/Details/Electromagnetic_Propulsion.md,/physics/Details/Electromagnetic_Propulsion,Propulsion & Movement
Physics,Eric Davis,Physics/Details/Eric_Davis.md,/physics/Details/Eric_Davis,
Physics,Eugene Chellis Glover,Physics/Details/Eugene_Chellis_Glover.md,/physics/Details/Eugene_Chellis_Glover,
Physics,Eugene Mallove,Physics/Details/Eugene_Mallove.md,/physics/Details/Eugene_Mallove,
Physics,Exotic Metamaterials,Physics/Details/Exotic_Metamaterials.md,/physics/Details/Exotic_Metamaterials,Exotic Materials & Metamaterials
Physics,Floyd Sweet,Physics/Details/Floyd_Sweet.md,/physics/Details/Floyd_Sweet,
Physics,Frank Edwards,Physics/Details/Frank_Edwards.md,/physics/Details/Frank_Edwards,
Physics,Fred Bell,Physics/Details/Fred_Bell.md,/physics/Details/Fred_Bell,
Physics,Garry Nolan,Physics/Details/Garry_Nolan.md,/physics/Details/Garry_Nolan,
Physics,Gary McKinnon,Physics/Details/Gary_McKinnon.md,/physics/Details/Gary_McKinnon,
Physics,GEC Marconi Scientists,Physics/Details/GEC_Marconi_Scientists.md,/physics/Details/GEC_Marconi_Scientists,
Physics,Gravity Manipulation,Physics/Details/Gravity_Manipulation.md,/physics/Details/Gravity_Manipulation,Propulsion & Movement / Spacetime & Gravity Manipulation
Physics,Hal Puthoff,Physics/Details/Hal_Puthoff.md,/physics/Details/Hal_Puthoff,
Physics,Holistic Doctor Deaths,Physics/Details/Holistic_Doctor_Deaths.md,/physics/Details/Holistic_Doctor_Deaths,Medical / Health Research Suppression
Physics,Interdimensional Hypothesis,Physics/Details/Interdimensional_Hypothesis.md,/physics/Details/Interdimensional_Hypothesis,Faster-Than-Light & Dimensional Physics
Physics,J Allen Hynek,Physics/Details/J_Allen_Hynek.md,/physics/Details/J_Allen_Hynek,
Physics,Jacques Vallee,Physics/Details/Jacques_Vallee.md,/physics/Details/Jacques_Vallee,
Physics,James Forrestal,Physics/Details/James_Forrestal.md,/physics/Details/James_Forrestal,
Physics,James McDonald,Physics/Details/James_McDonald.md,/physics/Details/James_McDonald,
Physics,Jason Thomas,Physics/Details/Jason_Thomas.md,/physics/Details/Jason_Thomas,
Physics,Jeffrey Bradstreet,Physics/Details/Jeffrey_Bradstreet.md,/physics/Details/Jeffrey_Bradstreet,
Physics,Jim Keith,Physics/Details/Jim_Keith.md,/physics/Details/Jim_Keith,
Physics,John Mack,Physics/Details/John_Mack.md,/physics/Details/John_Mack,
Physics,John Murphy,Physics/Details/John_Murphy.md,/physics/Details/John_Murphy,
Physics,Karla Turner,Physics/Details/Karla_Turner.md,/physics/Details/Karla_Turner,
Physics,Luis Elizondo,Physics/Details/Luis_Elizondo.md,/physics/Details/Luis_Elizondo,
Physics,Mitchell Gaynor,Physics/Details/Mitchell_Gaynor.md,/physics/Details/Mitchell_Gaynor,
Physics,Monica Jacinto Reza,Physics/Details/Monica_Jacinto_Reza.md,/physics/Details/Monica_Jacinto_Reza,
Physics,Morris Jessup,Physics/Details/Morris_Jessup.md,/physics/Details/Morris_Jessup,
Physics,Nicholas Gonzalez,Physics/Details/Nicholas_Gonzalez.md,/physics/Details/Nicholas_Gonzalez,
Physics,Nikola Tesla,Physics/Details/Nikola_Tesla.md,/physics/Details/Nikola_Tesla,
Physics,Paul Bennewitz,Physics/Details/Paul_Bennewitz.md,/physics/Details/Paul_Bennewitz,
Physics,Paul Brown,Physics/Details/Paul_Brown.md,/physics/Details/Paul_Brown,
Physics,Phil Schneider,Physics/Details/Phil_Schneider.md,/physics/Details/Phil_Schneider,
Physics,Philip Corso,Physics/Details/Philip_Corso.md,/physics/Details/Philip_Corso,
Physics,Podcasts,Physics/Details/Podcasts.md,/physics/Details/Podcasts,
Physics,Ron Johnson,Physics/Details/Ron_Johnson.md,/physics/Details/Ron_Johnson,
Physics,Ron Rummel,Physics/Details/Ron_Rummel.md,/physics/Details/Ron_Rummel,
Physics,Rory Johnson,Physics/Details/Rory_Johnson.md,/physics/Details/Rory_Johnson,
Physics,Royal Raymond Rife,Physics/Details/Royal_Raymond_Rife.md,/physics/Details/Royal_Raymond_Rife,
Physics,Ryan Graves,Physics/Details/Ryan_Graves.md,/physics/Details/Ryan_Graves,
Physics,Salvatore Pais,Physics/Details/Salvatore_Pais.md,/physics/Details/Salvatore_Pais,
Physics,Stanislaw Burzynski,Physics/Details/Stanislaw_Burzynski.md,/physics/Details/Stanislaw_Burzynski,
Physics,Stanley Meyer,Physics/Details/Stanley_Meyer.md,/physics/Details/Stanley_Meyer,
Physics,Stefan Marinov,Physics/Details/Stefan_Marinov.md,/physics/Details/Stefan_Marinov,
Physics,T Henry Moray,Physics/Details/T_Henry_Moray.md,/physics/Details/T_Henry_Moray,
Physics,Thomas Mantell,Physics/Details/Thomas_Mantell.md,/physics/Details/Thomas_Mantell,
Physics,Thomas Townsend Brown,Physics/Details/Thomas_Townsend_Brown.md,/physics/Details/Thomas_Townsend_Brown,
Physics,Timothy Cunningham,Physics/Details/Timothy_Cunningham.md,/physics/Details/Timothy_Cunningham,
Physics,Todd Sees,Physics/Details/Todd_Sees.md,/physics/Details/Todd_Sees,Civilian / Possible UAP-Related Death
Physics,Viktor Schauberger,Physics/Details/Viktor_Schauberger.md,/physics/Details/Viktor_Schauberger,
Physics,Wilbert Smith,Physics/Details/Wilbert_Smith.md,/physics/Details/Wilbert_Smith,
Physics,William Colby,Physics/Details/William_Colby.md,/physics/Details/William_Colby,
Physics,William Cooper,Physics/Details/William_Cooper.md,/physics/Details/William_Cooper,
Physics,William McCasland,Physics/Details/William_McCasland.md,/physics/Details/William_McCasland,
Physics,YouTube Channels,Physics/Details/YouTube_Channels.md,/physics/Details/YouTube_Channels,
Physics,Zero Point Energy,Physics/Details/Zero_Point_Energy.md,/physics/Details/Zero_Point_Energy,Energy / Propulsion / Unified Framework
